label,text_stripped
1f603,아니여 그냥 하랑님 가신다해서 하랑님 가시면 하랑님과 또 같이 놀고싶어서여  일정이 없어서 심심하거든여
1f623,네희망희망을가질게요 
1f60f,케빈의 이표점 넘 조아야 
1f52b,헤헤 싼거사야지 
1f62b,큐ㅠㅜ큐ㅜ큐ㅜㅠㅜㅡㅜㅜ 선수님들이 더 좋은스폰 받은건 좋은일이지만 215년부터의 그 불로고를한번에싹 
1f609,6  오빠 너 이걸보고있어줬으면 좋겠어   
1f615,쟤 뭐야 이젠 대 놓고 죽이냐 견찰 은 뭐하니
1f605,느낌상언젠간 다시 꺼내게 될 꺼 같긴 한데워낙 스엠이 우주우주한 걸 좋아하다보니까 
270b,크 밤이 있는 것도 영광인 걸 전에 분발할 거라고 했던 밤이 찾습니다 
1f610,난 굴 시러 
2665, 우주램프 공구 내손으로 만드는 우주램프 손재주가 없으신 분들도 쉽게 만들 수 있어요 타입은 3가지 색상으로 교체 가능 2287374998 
1f64f,앞머리 빠마 뭐야 이뻐ㅋㅋㅋㅋㅋ오늘 꿈에 민혁이 나오게 해주세요 
1f440,호구공 발닦개공단어 어감이 좀 그런가ㅠㅠ 무한정 다정공 뭐라 이름붙이지밑도끝도없이 다정하고 자상하고 하나부터 열까지 다 맞춰주고 그런 공은 뭐라고 하나요 
1f60b,5일 참여해요 
1f621,보미씨를 향한 내맴이랄까 
1f623,나도 먹을꺼 
1f64a,왁 
1f60d,돌아오지마      
1f603,애정님 인기녀ㅋㅋㅋㅋㅋㅋ 글 너무 공감돼요 
1f614,지금 전재산이 7원이긴 한데 저는 돼지라자꾸 머거요 
1f480,그냥 있으면 괜찮는데 손대면 넘 이퍼 
1f52b,정신과 개새끼 내가 날려먹은 돈만 시바 보험회사 전화걸까 개빡치네 진짜
1f64c,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ논노 리밋풀리면 다시디엠해조 
1f604,161114 에스엠타운 숨케이프의 인스타그램 업데이트 해찬      5 79843478861211841
2764,9시간전이지만 ㅠㅠㅠㅠㅠ쌀님 이 러프분위기 너무좋구ㅠㅠㅠ키스신도 좋았어요 크으으 쌀님몹레볼때마다 막 가슴이 차오르는기분오늘도 굿모브레이닝하시길
1f618, 공지  이제 오렌지컴퍼니를 트위터 뿐만 아니라 카카오톡에서도 만나실 수 있어요 더욱 더 간편하고 빠르게 소식을 받아보실 수 있습니다 본 링크로 들어가셔서 친구추가를 해주세요  
1f60b,잘 장 
1f44c,방탄  
1f60e,한국 영화 
1f622, 과거탐방하고오니까 또 보고싶어지네 훌쩍 
1f44c,우리 모두 다함께 봌앜을 우리 모두 다함께 봌앜을 우리 모두 다함께 즐거웁게 봌앜해 우리 모두 다함께 봌앜을 
1f60d,116 88 ㅋㅋㅋㅋㅋㅋ레스트 안안걸어 오래 만나줘 
1f62d,이제 6시간반 ㅠㅜ 아 진짜 그때 너무 놀랐어요 미안하다고 그런거 8ㅁ8 거기서 넘기지못하고 지인한테 엉엉 울고넘겼더니  울 리라 넘넘 사랑하구 찍씨도 넘넘 사랑해요 항상 고마워요 
2764, 늦덕 선멘선팔맞팔 친해지기 쉬움 엽사 애착자 정말가끔 탐라시끄러움 정복해도난몰라 욕트많음
1f60c,그쵸원곡이 살짝 위스퍼다보니 그런식으로 커버하시는 분들이 많더라구요저는 귀엽게 조용한건 너무 자신이 없어서 그냥 짱 신나게 불렀어욬ㅋㅋㅋ헤헤 좋다 해주시는 분이 많아서 넘 보람차고 기분 좋습니다 
1f62d,강인 오빠 정말 보고싶어요 
1f52b,내탐라에 레이 뜬 사람은 당신 뿐 후후후후미침  아 아니냐 차라리 내가 세상을 마감하겠어
1f64f,개처럼 웃는 걸 보니 소가 아니라 개였구나 내가 오해를 했어 미안 
1f64c, 눈보라공주누나 새해 첫 월요일 굿모닝요 한주간 잘 달려봅시다 홧팅 
1f64a,아하 태용이의 분신 아닌 분신 같은 파란색의 이름이 집잇몬스터군요 저 이제 알앗어욬ㅋㅋㅋㅋㅋㅋ 이름 의미잇구 조아여 
1f609,종세랑 도굴이랑 요곳조곳 안되겠다 쟁여둔거 팔아야겠어요 
1f611,신경 쓰지 마 
1f60c,마트에 포라이프 나오네  
1f620,이정도면 ㄹㅗㅇ매 거의 현상금 걸고 신고해야될 수준임미다 찾아야함미다찾아내야되요부들부들 ㄹㅗㅇ매를 찾습니다 16년 12월 17일 놋데뤌드 비톄쓰를 기점으로 사라젿쑴미다
1f637, 민희언니 새해 복 많아아아아니 받으세요 그리고 올해도 잘 부탁해요 마지막에 만났을때 언니는 감기 걸렸으니 진짜 걱정했는데ㅠㅠㅠ 이제 나앗을 것 같아서 다행이에요 서로 건강을 소중히 합시닷 또 만나요 우리 언니 
1f615,내 침대를 빠져나오는 데 걸린 시간 내 방을 빠져나오는 데에 걸린 시간 어마어마한데 컴퓨터 방 넘 추워서 도로 거실에 나와 모포 덮구 누웠다 어제 엄마가 오늘은 정초니까 제발 좀 교회 가라고 해서 알걔땨구 하고 넘겼는데 깨 보니 아무도 없어
1f60d,오늘 많은 미소하시기 바랍니다 수백 수천 킬로미터에 자신의 미소를 혼자 내 마음을 북돋워 베네수엘라는  를 사랑한다 나는 를 사랑 해요 
1f3a7, 2 5대채팅무료싸이트 아이폰채팅어플  고성섹파사이트 늘보성인 서천섹파 수원립카페 
1f60f,후낫시 낫시 
1f440, 알티잡아여 
1f44a,  추첨 양카츄 한 마리 보내 드려요 양카츄를 널 잡겠어 입금폼 꼭 작성해 주세요 6 문의 사항은  주세요ㅅ
2728,ㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㄱㄱㅋㄱㄱㄱㅋㅋㄱㅋㄱㄱㅋㅋㅋㅋㅋㅋ아 정말 넘우웃갸요 흐흑ㄱ 이비도 최고 코카 최고입니다ㅜㅇㅠ퓨린님 안녕히 주무새요기절잠
1f602,요상하게 배 따뜻하게 하면 좀 나아지는 것 같더라구요 말씀하신대로 더 따뜻하게 해봐야겠어요 상세히 알려주셔서 정말로 감사합니다 
1f60f,크크크저는 다아 극장에서 봤지요 커어다란 스크린으로 봣지요오 넘 제가 이죵석 덕질을 하지는 않았지만 믿보똧 사랑입니다ㅠㅠㅜ종종 이쁜짤들 올려주시는거 탐라너머로 잘 보고있어여ㅎㅎㅎ
1f60a, 다원아 안녕 첫멘션이네ㅎㅎ 일단 데뷔 너무너무 축하하고 오늘은 못가지만 금요일에 꼭 가서 열심히 응원할게 무대 화이팅하구 오래보자 다워나 
1f62b,그되게그게그3는 한거 같은데길동이 왕햄토스트 해써 
270b,권햄찌 안뇽 
1f605,로스트님이 도와주실것같아요 왜 안오시지
1f614,헉 완전 조아욯ㅎㅎ제가 꼭 부를게요 사실 저랑 아이컨택 3초 넘게한 사람이 있거든요 걔한테는 꼭 필요할것 같아요 
1f60b, 성제 사랑해요 잘자 
1f624,   다소곳이 일어나려다 그만헛딛음 21
1f64f,ㅠㅠ 진짜 계속 듣구싶은데ㅠㅠ 빨리 자구 일어나서 봐야겠어용 장어밈 안녕히주무새요 늦잠주무시지않길 
1f605,반숙에 성공한건가 반숙은 아니고 한 3 익은 듯 
1f618,이 사진 분위기 좋은데 
1f610,합쳐보니 정말 양계장인데 근데 민호닭에는 명암 안넣었고 병아리민호에는 명암을 넣었더니 서로 어울리지 못하고 있다 
1f64f,언니 조시미 오세요 
1f609,쟁님 맛난거 맨날 옆에서 사드릴거에여 
270b,얼른 줌새여안녕 
1f601,큿 
2764,아 융기 오빠 드디어 또 게시글을 올려주셨군요 왜 이제 나타난거야 홀리 이뿌구 기읍게 잘 컷넹 오빠 귀는괜차는고야오빠 힘내구 사랑합니당 귀 빨리 나아서 빨리 오빠 보고시퍼 나는 오빠 얼굴이 더 보구시퍼ㅜ셀카좀 찍어서 올려달라구ㅜㅜ
1f481,먹을 것이 넘치는 세상 속 정말  을 위한  은 무엇일까요 귀한 우리 영혼을 위한 양식에 대해 얼마나 생각하고 고민하고 살고 계신가요    카페 743
1f498, 볼렛 스티커 입금폼 117    막내꾸야의 성장일기 스티커 입금폼 반드시 입금 후에 꼼꼼히 폼을 작성해주세요 하신 분들 중 추첨을 통해 5531
1f62c,허브오일 로즈마리와 고추는 직접 키운거 
1f60a, 예준굿모닝 어제는 레코딩과 멘파 수고하셨습니다 오늘도 충실한 하루 보내세요 오늘도 당신을 진심으로 응원할게요  예준 파이팅 
1f499, 오늘 밤의 추천곡입니다   
1f605,엥 이거 옷이 아니고 목토시였어 당연히 옷인줄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
1f616, 들어가자마자 뛰어가봐야겠어요ㅠㅠ 얘기만으로도 너무 행복해버리고 감사해요ㅠㅠ제통장 다가져가시면됩니다아 화우니뮤ㅠ
1f49c,헉 고쟁님 너무 고마워 내 움와움와를 받아라 
1f61c,학 또 볼 거라는 말이 있던데여후후 
1f604,거하게 아츠시 망친다구여 홍홍 
1f604,저도 잘부탁드랴요 
1f60c,은 개뿔 너무 졸려서 아무것도 할 수 ㅇ벗음 밀린 답멘과 디엠은 내일 확인하겟읒둉 그럼 다들 예쁜 꿈 속에서 행복하게 계시길 바랄게요 
2728,별  
1f621,플미진짜 어떻게못하나 왜 남의가수로 장사질인지 본인가수면 더 노답이구 
1f60a,        다시 ㅋㅋㅋ 이 지훈 
1f618,사랑해 인피니트  
1f62a,잘 자  잘 자
1f614,맞아요질소를 샀는데 과자가 이만큼이나 있다니 기쁘긴 하지만요 
1f621,트이터 동영상 재생 너무안대서빡쳐 
1f61e,3주만 기다리세요 화이팅 
1f60b,알티수봐 아주그냥ㄴ 슈스고만슈스  
1f495,헉 안녕하세요 피터패드님 저야말로 사진 너무 잘 보고있습니다 저는 그냥 막 찍는거라 참 부끄럽네요 먼저 멘션주셔서 너무 감사드립니다 
1f623,아악 쭈꾸미 
1f49c, 이치시간 
2764,내가 얼마나 대현이를 좋아하고 아끼고 존경하는지 당신은 모른다 내 힘이 되어줘서 고마워요 내 소중한 가수 난 강하다 그리구 너 땜에 난 행복하다  항상 고맙고 또 고마워 아티스트들이 많지만 난 비에이피만을 좋아하고 사랑해
1f620,아 진쫘 내가 안올린 바인들도 왜케 올라가 
1f60e,내가쫌 
1f615,진짜야 
1f611,  누나가 저보다 아무말을 잘 하는 거 같아요 하지만 전 그런 말들에 넘어가지 않아요 내일 너무 늦지 않게 일어나지 않기로 약속해요 
2764, 오빠를 좋아하면서 생긴 특징 하나는 오빠생일 1993628이라는 숫자에 너무 익숙해지고 가까워졌고 대현이라는 글자 하나에도 기분 좋아지고 웃음이 나온다는거에요 
1f616,아 안돼 12시 자야덴다 자정에 취침안하면 다음날 죽음 
1f62d,응아ㅏ악 ㅠ 전 다이아라하셔서 앙ㅇ스타인줄 알앗네여 ㅋㅋㅌㅌ 갠찮아요 밥 샜으ㅡ니까 이 다음은 그만큼 잘 풀릴거예여 
1f622,아 왤케 새해부터 너무 기분이 싱숭생숭하지 이게 막 엄청 기분이 좋지도 않고 그렇다고 땅이 꺼져라 우울한 것도 아님 안개가 잔뜩 낀 느낌이라 답답
1f624,ㅇㅇ 클리님인데 그날 따따님이랑 만나기로했다고 예쁘게 하고 오셨던 클리님이신데 
1f4aa,크킄잘못들은게 아니다 잘못 잘망치 한국돌아가서 동 보고 힘 
1f648,네네 셸님이라고 불러되 되져 
1f605, 트윗 몇 개 했던데 팔로잉을 보면 처음으로 트윗하는 게 아닌 것 같은데 마치 처음인냥 주장하네요 ㅎ 
1f495,헉 네 알겠습니다 너무 좋아요ㅠㅠㅠㅠㅠ 감사합니다 내일 뵐게요 
1f624,앞으로 지금보다 더더 행복해지자 우리 오늘 너무 수고햇어 오빠  푹자구 푹쉬어 말길게안할게 많이좋아하구사랑한다 
1f603,앗 많이는 안자르셨네요  제가 눈썰미가 없는건가 
1f496,방가워요 예달밈 전 3 랩올순 모나입니다 
1f496,으헿 뽀뽀풍년이댜 
1f60e,헐 너무 제것입니다 
1f648,여름님 프사 내가 올린 사진으로 바꾸셨어 감덩
1f44c,참고로 만 리플레이
1f633,헛 저 폰바꾸기전까지 계속 이카톡이었는데 
1f618, 보면서 자 떨어져서 밤중에 잠이 깨서 당신은 천천히 쉴 수 있어서 있는 것일까 작업중일까  오늘도 고마워 빨리 만나러 가고 싶은  사랑해 
1f52b,으앆지났어 
1f648,아니 세상에 그거 참 좋네여 사실 저두 그래요 저 운밈 생각 짱 많이 했다니까욤 
1f64a,나는 그냥 딩굴딩굴 하는중 아 맞다 명단나오지 
1f52b, 보정계   수많은 보정계 중 여러분의 취향을 저격 할 수 있는 보정을 해드립니다 지금 당장  로 컴
2764, 내가 쩰 좋아하는 8시 8분 승철시 오늘더 화이팅이야ㅠ 오빠 감기 조심하구 
1f49c,아 노래 진짜 좋아요 어제 앱 보고 나서 계속 듣고 있어요 저 사실 올해 목표를 아직 제대로 못 정했었는데 더 깊게 생각말고 그냥 막연하게 216년보다 더 행복해지기로 했어요 덕분에 답이 나왔네요 매번 감사합니다 
1f64c,잘자요 탐라 
1f60d,으아 씬나게 놀았오요 ㅋㅋㅋㅋ 오늘 돌아가는데 아직 가는 기차표를 안 끊어서 그 전에 뭘할까 싶어요 
1f52b, 이거 리볼버였는데 왜 물총으로 바뀜 
1f60d,헉절 제최애이름으로 불러주시다니 감사합니다 
1f633,결혼했으니 둘이 같이 있는 초판특전주셨으면 
1f622,난 심각해 웃지마 씽은 주정 부려도 괜찮아 난 아니잖아 
2764,나 폰압될뻔 ㅠㅠ 사랑해 ㅠㅠㅠㅠㅠㅠ 
1f496,헐랭 축하해 앞으로 2천 2만일까지 고고 
1f620,아티스트를 좋아해도 같이 일하다보면 음 사람이다싶을꺼여 ㅋㅋㅋㅋㅋㅋ 끝도없이 일을 하니께 월급들어오는날 잠깐 반짝 좋아졌다가 다시 짜지는건 어딜가나 같엉  화랑 할때다 되었도가
1f62c,아미고티비씨 비투비편 영상이 스테이크야 뭘 이리 조각조각 잘라서 올리는거 아님 더비트 엑스트라를 벤치마킹하셨나 그게 뭐 좋은거라고 
1f648,아 저눈 끝날때까지 있을거같아욤 어차피 네시에는 끝나니까 끝나구 가두 괜찮을고같아서용 
1f440, 내가 오빠 이렇게 좋아하는거 오빠가 모르면 누가알라나 히히 결국 오빠가 알아야겠네요 사랑해요 오빠 
1f44f,28살엔 이직 연애 공부 모두가 잘되길 
1f496,아룸시쁠이  쪼개다가늦음 쏘리 
1f440,아악 세자님 ㅇ ㅏ 오늘 하루종일 듣고 싶었던 말이었어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅜ몇마디 안되는 말이지만 이렇게 또 힘이 되네요 감사합니다 세자님도 사랑받고 있다는거 항상 기억해조요 
1f60c,1월 중 커미션 재오픈합니다 
1f621,누가그래어른스러운걸 나쁘게 말했구만 
2728,ㅋㅋㄱㅋㄱㅋㄱ ㄱ ㅋ ㅋ ㅋ 아 미췬 너무웃겨 알앗오 클루이번에 새로뽑는거 말구 말이지
270c,사설토토   안전입장 88 코드  82 비교거부안전놀이터  
1f623,졸림맨이야 지금자면 몇시에일어날려나 아침먹고잘까
2764,스마트폰조건만남 2     목캔디닷컴 섹시사진  영천여자만남
1f62b,거의 실내에 있고 잠깐잠깐만 나가는데도 계속 아픈 느낌이 가시질 않네요 우리 따뜻한 물이라도 잘 챙겨마셔보아요 
1f62a, 그래서 언제와여 
1f49c, 히익 이렇게나 멋지고 착하고 예쁜 분이 선팔이라니ㅜㅠ 실례가 될까 선팔 못했던 제가 밉네요ㅠㅠ 감사합니다 
1f44a, 마자ㅏㅏ 
1f49c, 엇 생일축하해 언닝 오늘 하루 세상에서 가장 행복하구 나랑두 더더 친해지구 방탄 덕질 더 열심히 하장 
1f629,네네열이 많아서 고통받지요 
1f637,투표 빨리 끝났으면 좋겠다 휴 인기상 꼭 받았으면
1f621,머리 크기 하나 맞추는게 그렇게 힘들엇니 
1f602,씻고 같이 나른하게 잠들어라 무파 
1f610,유사연애 했던 분들이랑 계속 연락하는 이유가 뭐에요 그냥 아는언니동생하려고비꼬는게 아니라 진짜 순수하게 궁금해서요  왜냐면 제가 고백한적이 없어서 그래요 제 탓임 
1f64a,앗 ㅋㅋㅋㅋㅋ반존대 설레옷 그로니까요 밀레니엄 되게 많은데 
1f440,진짜 매력적이게 생깄다 
1f622,방금뜬다이아님 피겨도흑흑피겨정말 너무 좋은 문화같습니다 아름다운 아이들을 내곁에 
1f60a,다행이에여ㅎㅎ잘자시구 좋은꿈 꾸세요 
2665,어제 먹은 오겹살과 갈비살 행복해쪄 오겹살 시키니 오징어랑 껍데기 소세지까지 같이 나옴 저의 유혹에 넘어와주신 낙님 감사합니다 ㅎㅎㅎㅎㅎ 
270c,  갓세븐 파이팅 
1f62a, 오빠 잘자 사랑해 
1f621,  카톡 5577 폰배팅아바타카지노 폰배팅라이브카지노 
1f601,ㅋㅋㅋㅋ넵넵 
1f496,으앗그럼 스슈님 저야말로 막 들이대는대 무서워서 블락하심 안되요 앞으로 잘부탁드려요 꺄
1f621,맞아요 웰치스 체고인걸 다들 알아야해안먹아보고 싫다는 아이들 다 한번씩 먹여주고 싶어요 
